"id","sequence_id","sequence_index","lat","lng","fileName","name","lth_name","th_name","path","date_added","timestamp","way_id","match_lat","match_lng","heading","gps_accuracy","storage","shot_date","projection"
"264835377","1249727","0","39.987288","-105.156575","1249727_45760_0.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_0.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_0.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_0.jpg","2018/6/15","2018-06-15 (02:22)","1529022176","17023567","39.986949920654300","-105.156570434570310","","18.1000","storage8","2018-06-15 01:34:13","PLANE"
"264835379","1249727","1","39.987200","-105.156586","1249727_45760_1.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_1.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_1.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_1.jpg","2018/6/15","2018-06-15 (02:22)","1529022176","17023567","39.986949920654300","-105.156585693359380","183","18.1000","storage8","2018-06-15 01:34:14","PLANE"
"264835381","1249727","2","39.987144","-105.156576","1249727_45760_2.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_2.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_2.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_2.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156570434570310","172","18.1000","storage8","2018-06-15 01:34:15","PLANE"
"264835383","1249727","3","39.987115","-105.156567","1249727_45760_3.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_3.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_3.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_3.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156562805175780","165","18.1000","storage8","2018-06-15 01:34:16","PLANE"
"264835385","1249727","4","39.987102","-105.156570","1249727_45760_4.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_4.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_4.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_4.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156570434570310","190","18.0000","storage8","2018-06-15 01:34:17","PLANE"
"264835387","1249727","5","39.987095","-105.156571","1249727_45760_5.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_5.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_5.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_5.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156570434570310","185","18.0000","storage8","2018-06-15 01:34:18","PLANE"
"264835389","1249727","6","39.987087","-105.156567","1249727_45760_6.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_6.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_6.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_6.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156562805175780","158","18.0000","storage8","2018-06-15 01:34:19","PLANE"
"264835391","1249727","7","39.987082","-105.156562","1249727_45760_7.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_7.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_7.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_7.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156562805175780","141","18.0000","storage8","2018-06-15 01:34:20","PLANE"
"264835393","1249727","8","39.987082","-105.156559","1249727_45760_8.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_8.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_8.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_8.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","112","18.0000","storage8","2018-06-15 01:34:21","PLANE"
"264835395","1249727","9","39.987082","-105.156556","1249727_45760_9.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_9.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_9.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_9.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","86","18.0000","storage8","2018-06-15 01:34:22","PLANE"
"264835397","1249727","10","39.987081","-105.156554","1249727_45760_10.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_10.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_10.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_10.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","101","18.0000","storage8","2018-06-15 01:34:23","PLANE"
"264835399","1249727","11","39.987079","-105.156554","1249727_45760_11.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_11.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_11.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_11.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","180","18.0000","storage8","2018-06-15 01:34:24","PLANE"
"264835401","1249727","12","39.987075","-105.156556","1249727_45760_12.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_12.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_12.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_12.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","208","18.0000","storage8","2018-06-15 01:34:25","PLANE"
"264835403","1249727","13","39.987073","-105.156557","1249727_45760_13.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_13.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_13.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_13.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","190","18.0000","storage8","2018-06-15 01:34:26","PLANE"
"264835405","1249727","14","39.987071","-105.156557","1249727_45760_14.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_14.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_14.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_14.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","188","18.0000","storage8","2018-06-15 01:34:27","PLANE"
"264835407","1249727","15","39.987067","-105.156559","1249727_45760_15.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_15.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_15.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_15.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","194","18.0000","storage8","2018-06-15 01:34:28","PLANE"
"264835409","1249727","16","39.987061","-105.156559","1249727_45760_16.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_16.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_16.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_16.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156555175781250","182","18.0000","storage8","2018-06-15 01:34:29","PLANE"
"264835411","1249727","17","39.987048","-105.156560","1249727_45760_17.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_17.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_17.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_17.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156562805175780","183","18.0000","storage8","2018-06-15 01:34:30","PLANE"
"264835413","1249727","18","39.987028","-105.156566","1249727_45760_18.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_18.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_18.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_18.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156562805175780","192","18.0000","storage8","2018-06-15 01:34:31","PLANE"
"264835415","1249727","19","39.987006","-105.156582","1249727_45760_19.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_19.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_19.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_19.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156578063964840","209","13.9000","storage8","2018-06-15 01:34:32","PLANE"
"264835417","1249727","20","39.986981","-105.156608","1249727_45760_20.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_20.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_20.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_20.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156608581542970","218","13.9000","storage8","2018-06-15 01:34:34","PLANE"
"264835419","1249727","21","39.986961","-105.156654","1249727_45760_21.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_21.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_21.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_21.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986949920654300","-105.156654357910160","239","13.9000","storage8","2018-06-15 01:34:34","PLANE"
"264835421","1249727","22","39.986940","-105.156714","1249727_45760_22.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_22.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_22.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_22.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.156715393066400","246","13.9000","storage8","2018-06-15 01:34:35","PLANE"
"264835423","1249727","23","39.986929","-105.156792","1249727_45760_23.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_23.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_23.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_23.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.156791687011720","259","17.4000","storage8","2018-06-15 01:34:36","PLANE"
"264835425","1249727","24","39.986921","-105.156875","1249727_45760_24.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_24.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_24.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_24.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.156875610351560","262","13.9000","storage8","2018-06-15 01:34:37","PLANE"
"264835427","1249727","25","39.986919","-105.156952","1249727_45760_25.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_25.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_25.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_25.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.156951904296880","268","17.4000","storage8","2018-06-15 01:34:38","PLANE"
"264835429","1249727","26","39.986920","-105.157025","1249727_45760_26.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_26.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_26.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_26.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.157028198242190","270","13.9000","storage8","2018-06-15 01:34:39","PLANE"
"264835431","1249727","27","39.986922","-105.157087","1249727_45760_27.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_27.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_27.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_27.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.157089233398440","273","13.9000","storage8","2018-06-15 01:34:40","PLANE"
"264835433","1249727","28","39.986924","-105.157138","1249727_45760_28.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_28.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_28.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_28.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.157135009765620","272","13.9000","storage8","2018-06-15 01:34:41","PLANE"
"264835435","1249727","29","39.986917","-105.157181","1249727_45760_29.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_29.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_29.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_29.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.157180786132810","257","13.9000","storage8","2018-06-15 01:34:42","PLANE"
"264835437","1249727","30","39.986897","-105.157206","1249727_45760_30.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_30.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_30.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_30.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023567","39.986946105957030","-105.157203674316400","223","13.9000","storage8","2018-06-15 01:34:44","PLANE"
"264835439","1249727","31","39.986870","-105.157205","1249727_45760_31.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_31.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_31.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_31.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","41842492","39.986789703369140","-105.158546447753900","178","13.9000","storage8","2018-06-15 01:34:45","PLANE"
"264835441","1249727","32","39.986866","-105.157202","1249727_45760_32.jpg","storage8/files/photo/2018/6/15/proc/1249727_45760_32.jpg","storage8/files/photo/2018/6/15/lth/1249727_45760_32.jpg","storage8/files/photo/2018/6/15/th/1249727_45760_32.jpg","2018/6/15","2018-06-15 (02:22)","1529022177","17023566","39.986801147460940","-105.157203674316400","150","13.9000","storage8","2018-06-15 01:34:46","PLANE"
