"date_added","platform","user","user_id","meta_data_filename","address","reviewed","distance","changed","obd_info","count_active_photos","recognitions","client_total","is_rotating","owner","upload_history.id","upload_history.sequence_id","upload_history.user_id","upload_history.user_category","upload_history.distance","upload_history.has_obd"
"Jun 15, 2018","Waylens","varun-argo",8210,"storage8/files/photo/2018/6/15/1249727_5b2306ecd0e60.txt","Powerline Trail, Louisville, CO, Colorado, United States of America, US","0","8.64","0","1","667","0",,false,false,"285881","1249727","8210","REGULAR","9.12","N"
