"date_added","platform","user","user_id","meta_data_filename","address","reviewed","distance","changed","obd_info","count_active_photos","recognitions","client_total","is_rotating","owner","upload_history.id","upload_history.sequence_id","upload_history.user_id","upload_history.user_category","upload_history.distance","upload_history.has_obd"
"Jul 16, 2018","Android","jb-brown",11907,"storage8/files/photo/2018/7/16/1266801_d875a_5b4d153d02037.txt","Mansfield Avenue, Shelby, OH, United States of America, US",,"17.17",,"0","699",,"1897",false,false,"302961","1266801","11907","REGULAR","17.18","N"
